time_h,lower,upper,width
515.0,0.7132342598132562,0.7590802801054135,0.04584602029215734
520.0,0.7107372725777226,0.7569312448578489,0.04619397228012634
525.0,0.7082465146764128,0.7547863266811505,0.04653981200473778
530.0,0.705761995251855,0.7526455333646365,0.04688353811278145
535.0,0.7032837231219846,0.7505088725284532,0.0472251494064686
540.0,0.7008117067837926,0.7483763516250618,0.04756464484126921
545.0,0.6983459544169472,0.7462479779407172,0.04790202352376993
550.0,0.6958864738873763,0.7441237585969325,0.04823728470955613
555.0,0.6934332727508219,0.7420037005519382,0.04857042780111631
560.0,0.6909863582563569,0.7398878106021247,0.048901452345767815
565.0,0.6885457373498736,0.7377760953834797,0.04923035803360609
570.0,0.6861114166775382,0.7356685613730103,0.04955714469547212
575.0,0.6836834025892139,0.7335652148901596,0.04988181230094568
580.0,0.6812617011418518,0.7314660620982079,0.05020436095635605
585.0,0.6788463181028517,0.7293711090056685,0.05052479090281681
590.0,0.676437258953391,0.7272803614676686,0.050843102514277594
595.0,0.6740345288917218,0.7251938251873246,0.051159296295602785
600.0,0.6716381328364412,0.723111505717104,0.05147337288066278
