prior_mean_half_width,lower_400h,upper_400h,width_400h
0.05,0.7797694519035334,0.8006258513733928,0.0208563994698594
0.1,0.7773421656154048,0.8034998703721075,0.02615770475670265
0.15000000000000002,0.7752325827727148,0.8080588378470438,0.032826255074329014
0.2,0.7758549329490456,0.810733946861635,0.03487901391258941
0.25,0.7745305459350063,0.8137100463825525,0.039179500447546256
0.3,0.7733593015727989,0.817646269839607,0.04428696826680811
0.35000000000000003,0.7728621249058971,0.8208688001295743,0.04800667522367719
0.4,0.7696681739927982,0.8242689470158364,0.05460077302303823
